DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Roanoke-Lynchburg VA,2021,3.2,10.9,23.6,-2.6,-3.1,1.9,8.2,5.0,0.3,6.8,3.0,9.6,13.6,7.8,82.4,10.0,3.0,0.2,90.7,2.1,833852
Roanoke-Lynchburg VA,2022,3.5,10.3,22.0,-3.1,-3.7,1.5,7.8,5.2,0.3,7.2,2.7,9.0,13.6,7.6,81.7,9.9,3.1,0.1,90.0,2.1,834332
Rochester MN-Mason City IA-Austin MN,2011,5.3,11.8,19.6,-3.0,-3.1,2.6,8.7,4.2,0.2,5.9,5.3,7.5,12.8,6.3,89.3,2.9,4.9,0.3,84.8,1.9,367758
Rochester MN-Mason City IA-Austin MN,2012,6.1,12.8,21.8,-2.2,-3.1,2.3,9.4,4.6,0.2,6.0,5.3,8.4,12.8,5.9,88.9,2.9,5.0,0.2,84.8,1.9,368637
Rochester MN-Mason City IA-Austin MN,2013,5.6,11.7,20.3,-2.9,-3.0,2.8,9.0,4.4,0.2,5.7,5.3,8.1,12.8,5.5,88.1,3.1,5.1,0.2,84.8,1.9,370581
Rochester MN-Mason City IA-Austin MN,2014,6.1,12.0,22.3,-2.4,-2.5,2.7,9.6,5.2,0.2,5.7,5.1,8.4,12.8,5.6,87.7,3.1,5.1,0.3,85.0,2.3,371241
Rochester MN-Mason City IA-Austin MN,2015,6.7,12.5,20.9,-2.5,-3.6,2.3,8.8,4.4,0.2,5.9,4.9,8.3,12.8,5.3,87.2,3.2,5.2,0.2,86.1,1.9,371749
Rochester MN-Mason City IA-Austin MN,2016,5.8,12.5,21.5,-2.4,-3.5,2.4,8.8,4.4,0.2,6.0,4.6,8.5,12.8,5.5,86.6,3.2,5.2,0.3,86.6,1.9,372981
Rochester MN-Mason City IA-Austin MN,2017,6.9,12.1,21.8,-2.5,-4.1,1.8,8.9,4.4,0.3,5.8,4.6,7.9,12.8,4.9,86.1,3.4,5.3,0.2,88.4,1.9,374285
Rochester MN-Mason City IA-Austin MN,2018,7.0,13.4,22.2,-2.0,-4.8,1.6,8.3,3.6,0.3,6.1,6.0,8.1,12.8,5.3,85.6,3.6,5.5,0.3,87.2,1.9,375560
Rochester MN-Mason City IA-Austin MN,2019,7.1,13.2,22.2,-2.0,-4.9,1.5,8.7,3.4,0.3,6.0,6.3,7.9,12.8,5.1,85.0,3.8,5.7,0.2,89.2,1.9,377416
Rochester MN-Mason City IA-Austin MN,2020,7.2,12.9,20.9,-2.3,-4.9,1.7,8.5,3.4,0.3,6.2,5.4,7.9,12.9,4.5,83.2,3.8,6.0,0.1,90.2,2.0,382897
Rochester MN-Mason City IA-Austin MN,2021,6.8,12.6,21.8,-2.3,-4.4,2.0,9.1,3.7,0.3,6.1,5.9,8.2,12.9,4.3,82.9,4.1,6.0,0.1,91.2,1.9,384149
Rochester MN-Mason City IA-Austin MN,2022,8.1,13.6,21.5,-2.0,-5.5,1.7,7.3,3.4,0.3,6.0,5.4,7.6,12.9,4.5,82.5,4.1,6.1,0.1,92.4,1.9,384610
Rochester NY,2011,6.5,14.6,27.1,-0.6,0.8,4.0,11.8,6.9,0.4,7.8,5.5,8.1,13.9,7.3,77.0,11.0,6.5,0.1,74.5,1.6,1037998
Rochester NY,2012,6.7,15.3,28.5,-0.1,0.7,4.3,12.1,6.4,0.4,7.7,4.1,8.7,13.9,6.4,76.9,11.0,6.6,0.2,74.5,1.6,1039455
Rochester NY,2013,6.5,13.9,27.9,-0.7,0.2,4.2,11.0,6.5,0.4,7.6,4.3,8.2,13.9,6.4,76.5,11.0,6.8,0.2,74.5,1.6,1041180
Rochester NY,2014,6.8,13.3,28.6,-0.8,-0.5,3.6,10.6,6.3,0.4,7.4,2.9,8.4,13.9,6.7,76.3,11.1,7.0,0.1,75.2,2.5,1041482
Rochester NY,2015,7.4,15.3,29.5,0.0,-0.3,3.3,11.4,6.2,0.4,7.3,4.0,8.8,13.9,6.9,76.0,11.2,7.2,0.2,78.5,1.6,1040511
Rochester NY,2016,7.3,15.5,29.3,0.1,-1.0,2.8,11.4,5.9,0.4,7.1,3.7,9.6,13.9,6.7,75.9,11.0,7.3,0.2,84.0,1.7,1037716
Rochester NY,2017,7.4,14.9,28.5,-0.3,-1.2,2.7,11.3,6.1,0.4,7.1,3.8,8.8,13.9,6.5,75.7,10.9,7.5,0.1,84.7,1.7,1037093
Rochester NY,2018,7.3,13.7,27.2,-0.9,-1.9,2.4,10.6,5.5,0.4,6.8,3.9,8.6,13.8,6.4,75.7,10.9,7.7,0.2,86.8,1.7,1030638
Rochester NY,2019,7.4,13.1,28.7,-0.9,-2.9,2.1,10.0,4.6,0.4,6.8,4.3,8.9,13.8,6.4,75.6,11.1,7.9,0.1,86.6,1.7,1029390
Rochester NY,2020,6.8,12.5,27.7,-1.3,-2.3,2.6,10.3,5.0,0.4,6.9,4.5,8.9,13.9,6.0,74.4,10.7,8.2,0.1,88.6,1.7,1046711
Rochester NY,2021,7.1,12.1,26.3,-1.6,-2.2,3.2,9.7,4.6,0.4,6.7,3.3,9.0,13.9,5.8,74.0,10.5,8.2,0.1,90.5,1.7,1045652
Rochester NY,2022,6.2,12.1,27.4,-1.5,-2.8,2.2,9.9,5.3,0.4,6.7,4.0,9.1,13.9,5.5,73.3,10.4,8.5,0.1,89.0,1.7,1042560
Rockford IL,2011,7.0,11.9,27.2,-1.6,3.6,6.1,11.4,8.1,0.4,6.6,6.5,9.7,13.1,8.9,76.8,9.2,10.6,0.1,74.0,1.8,485344
Rockford IL,2012,6.6,13.1,27.6,-1.1,4.0,6.0,13.2,7.7,0.4,6.7,4.6,9.3,13.1,8.6,76.6,8.7,10.8,0.1,74.0,1.8,482898
Rockford IL,2013,7.2,12.7,26.5,-1.4,3.3,5.8,12.0,7.8,0.4,6.5,5.1,9.9,13.1,8.5,76.1,8.9,11.1,0.1,74.0,1.8,480676
Rockford IL,2014,7.2,13.6,29.5,-0.6,2.8,5.5,11.7,7.8,0.4,6.5,5.3,10.1,13.1,8.1,75.7,9.2,11.3,0.0,72.5,2.4,477630
Rockford IL,2015,7.5,13.4,28.0,-0.9,1.3,4.7,11.5,6.1,0.4,6.5,4.5,9.0,13.1,8.3,75.2,9.2,11.5,0.2,76.9,1.8,474978
Rockford IL,2016,6.9,14.4,30.6,-0.1,2.0,4.3,13.0,6.6,0.4,6.5,6.1,10.0,13.1,8.8,74.9,9.0,11.7,0.1,82.0,1.8,472564
Rockford IL,2017,7.8,13.8,27.3,-0.9,1.6,4.5,12.4,6.7,0.4,6.3,4.4,9.4,13.1,8.0,74.5,9.2,12.0,0.2,84.6,1.8,470544
Rockford IL,2018,7.2,12.5,28.1,-1.2,0.5,3.3,12.4,6.8,0.4,6.3,5.4,9.6,13.1,7.6,73.8,9.3,12.3,0.1,86.9,1.8,468975
Rockford IL,2019,6.9,12.5,28.8,-1.1,0.5,3.3,12.3,7.2,0.4,6.5,5.4,9.5,13.1,7.5,73.1,9.8,12.6,0.2,86.9,1.9,466616
Rockford IL,2020,7.2,11.6,27.7,-1.6,-0.0,3.4,11.4,6.3,0.5,6.5,5.3,9.7,13.1,7.5,71.5,9.4,13.4,0.1,87.7,1.8,468425
Rockford IL,2021,6.8,12.3,28.5,-1.2,0.5,4.2,11.9,5.6,0.5,6.2,5.3,10.2,13.1,7.2,71.0,9.4,13.4,0.1,88.5,1.8,467688
Rockford IL,2022,6.6,10.6,26.7,-2.1,-1.0,2.9,10.8,5.7,0.5,6.5,5.1,9.9,13.1,7.3,70.5,8.6,14.0,0.1,90.3,1.8,466022
Sacramento-Stockton-Modesto CA,2011,18.5,18.6,39.0,2.9,5.6,7.3,12.4,8.4,0.7,7.6,3.5,9.0,15.3,9.9,50.8,6.4,26.6,0.6,76.9,1.9,4258091
Sacramento-Stockton-Modesto CA,2012,18.5,18.0,40.7,3.0,5.4,6.8,13.0,8.9,0.7,7.5,3.6,9.1,15.3,9.6,50.5,6.3,26.7,0.5,76.9,1.9,4290711
Sacramento-Stockton-Modesto CA,2013,18.8,17.3,41.1,2.9,4.4,5.9,12.5,9.0,0.7,7.4,3.6,9.1,15.3,9.6,50.2,6.4,27.0,0.4,76.9,1.9,4318694
Sacramento-Stockton-Modesto CA,2014,18.8,16.2,41.3,2.5,3.2,4.9,12.2,8.6,0.7,7.3,3.1,8.9,15.3,9.7,49.5,6.5,27.3,0.4,80.3,2.7,4371984
Sacramento-Stockton-Modesto CA,2015,18.9,15.2,40.4,2.0,2.4,4.3,11.9,8.1,0.7,7.1,2.9,9.0,15.3,9.7,48.9,6.4,27.7,0.4,81.7,1.9,4423836
Sacramento-Stockton-Modesto CA,2016,18.8,15.3,40.4,2.0,1.4,3.5,11.9,7.2,0.7,6.9,3.5,8.8,15.3,10.0,48.3,6.5,28.0,0.4,85.9,1.9,4461587
Sacramento-Stockton-Modesto CA,2017,19.3,14.2,38.9,1.4,0.3,3.0,11.4,6.6,0.7,6.9,2.4,8.4,15.3,9.2,47.7,6.4,28.3,0.4,88.2,2.0,4516508
Sacramento-Stockton-Modesto CA,2018,19.3,13.6,38.1,1.0,-0.3,2.8,11.0,6.5,0.7,6.8,2.2,8.8,15.3,8.8,47.1,6.5,28.6,0.4,89.3,2.0,4548928
Sacramento-Stockton-Modesto CA,2019,19.0,13.0,38.1,0.8,-0.7,2.6,11.3,5.6,0.7,6.7,2.4,8.7,15.3,8.8,46.7,6.4,28.8,0.4,90.3,2.0,4580717
Sacramento-Stockton-Modesto CA,2020,19.1,12.1,36.0,0.1,-0.2,3.1,11.2,5.9,0.7,6.8,2.7,8.4,15.4,8.7,45.0,6.3,29.3,0.3,91.7,2.0,4645925
Sacramento-Stockton-Modesto CA,2021,19.4,11.0,35.6,-0.4,0.5,3.7,11.2,5.8,0.7,6.6,3.0,8.1,15.4,9.2,43.8,6.2,29.8,0.3,93.0,2.1,4676701
Sacramento-Stockton-Modesto CA,2022,19.7,11.5,34.2,-0.4,-0.8,2.8,10.6,5.9,0.7,6.8,2.9,8.4,15.4,8.5,42.8,6.2,30.0,0.3,93.5,2.0,4680680
Salisbury MD,2011,6.7,13.4,27.1,-1.1,2.3,4.7,11.9,5.9,0.5,6.8,6.0,10.0,12.9,10.7,71.0,19.4,6.6,0.2,73.2,1.9,409760
Salisbury MD,2012,6.0,12.9,27.7,-1.1,2.0,4.4,11.8,7.1,0.5,6.8,5.4,10.1,12.9,9.6,70.4,19.0,6.8,0.2,73.2,1.8,414407
Salisbury MD,2013,7.2,13.6,28.3,-0.8,2.1,4.6,10.9,7.3,0.5,6.7,4.8,9.4,12.9,10.1,70.5,18.7,6.9,0.3,73.2,1.8,417988
Salisbury MD,2014,6.4,12.1,28.0,-1.3,0.9,3.7,11.3,6.9,0.5,6.9,4.7,9.5,13.0,9.0,70.3,19.1,7.0,0.3,72.7,2.5,422757
Salisbury MD,2015,6.7,15.3,26.8,-0.5,0.1,3.4,10.2,6.3,0.5,6.5,4.7,9.2,13.0,9.5,69.9,18.5,7.1,0.2,75.0,1.8,428025
Salisbury MD,2016,6.6,13.7,28.0,-0.8,-0.4,3.1,9.8,6.2,0.5,6.5,4.8,9.4,13.0,9.5,70.0,18.6,7.1,0.3,78.6,1.9,432619
Salisbury MD,2017,8.0,13.2,26.5,-1.2,-0.3,3.2,10.3,5.8,0.5,6.3,4.5,9.2,13.0,9.1,70.0,18.3,7.1,0.3,83.3,1.9,437991
Salisbury MD,2018,6.6,13.0,28.3,-1.0,-1.3,2.6,10.2,5.4,0.5,6.1,4.4,10.1,13.0,8.4,70.2,18.1,7.2,0.4,83.3,1.9,442043
Salisbury MD,2019,7.5,12.3,27.8,-1.3,-1.3,2.4,10.3,5.5,0.5,6.0,4.8,9.6,13.0,8.6,70.0,17.9,7.2,0.2,86.0,1.9,447466
Salisbury MD,2020,6.9,12.1,25.8,-1.7,-1.4,2.8,10.5,5.2,0.5,6.1,5.1,9.6,13.0,7.4,69.7,16.9,7.4,0.2,87.7,1.9,454539
Salisbury MD,2021,7.4,12.4,24.2,-1.9,-0.7,3.2,10.4,6.0,0.5,5.9,5.0,9.2,13.0,7.5,69.6,16.8,7.5,0.1,89.2,1.9,461149
Salisbury MD,2022,6.8,11.6,23.9,-2.3,-2.9,2.3,9.3,4.4,0.5,5.7,5.1,8.8,13.1,6.7,69.3,16.5,7.6,0.1,93.1,1.9,470676
Salt Lake City UT,2011,8.3,16.9,27.1,0.2,-0.8,3.7,9.7,7.5,0.3,8.2,4.5,6.9,14.9,5.6,80.2,1.0,13.2,1.0,81.7,2.0,2979904
Salt Lake City UT,2012,8.2,16.8,27.3,0.2,-1.4,3.3,9.4,7.1,0.3,8.1,5.0,7.1,14.9,5.4,80.0,0.9,13.3,1.0,81.7,2.0,3023901
Salt Lake City UT,2013,8.0,16.8,28.3,0.3,-2.2,2.8,9.1,6.9,0.3,8.1,4.7,7.0,14.9,5.1,79.7,1.0,13.4,1.0,81.7,2.1,3071520
Salt Lake City UT,2014,8.4,16.3,28.1,0.1,-2.6,2.6,9.1,6.3,0.4,8.1,4.8,6.9,15.0,5.1,79.3,1.0,13.6,1.0,83.3,2.7,3113952
Salt Lake City UT,2015,8.1,17.0,27.8,0.3,-3.1,2.1,9.1,6.1,0.4,8.2,3.9,7.1,15.0,5.1,79.0,1.1,13.7,1.0,84.2,2.1,3165607
Salt Lake City UT,2016,8.1,17.3,27.2,0.3,-3.6,2.0,8.9,5.5,0.4,8.2,4.3,6.9,15.0,4.9,78.9,1.0,13.8,1.0,86.3,2.1,3219752
Salt Lake City UT,2017,8.5,16.9,26.8,0.1,-3.9,1.9,8.8,5.2,0.4,8.2,4.3,7.1,15.0,4.8,78.3,1.2,14.0,1.0,88.6,2.1,3274639
Salt Lake City UT,2018,8.4,16.9,26.1,-0.0,-4.4,1.7,8.4,4.9,0.4,8.2,3.4,6.9,15.0,4.6,77.9,1.2,14.2,0.9,90.8,2.2,3332203
Salt Lake City UT,2019,8.4,15.7,25.0,-0.6,-4.5,1.7,8.5,4.7,0.4,8.2,3.6,6.8,15.0,4.3,77.7,1.1,14.4,1.0,91.7,2.2,3376239
Salt Lake City UT,2020,8.2,14.9,24.9,-0.9,-4.9,1.7,8.2,4.2,0.4,8.5,3.8,6.8,15.1,4.1,76.9,1.0,14.7,0.8,92.9,2.2,3466961
Salt Lake City UT,2021,8.2,14.5,24.8,-1.1,-4.8,1.8,7.9,4.4,0.4,8.4,4.2,6.8,15.1,4.2,76.2,1.0,14.8,0.7,94.1,2.2,3505658
Salt Lake City UT,2022,8.4,14.3,24.7,-1.2,-5.2,1.5,8.0,4.2,0.4,8.6,4.0,6.6,15.1,4.3,75.8,1.1,15.1,0.7,94.3,2.2,3548535
San Angelo TX,2011,6.8,22.5,31.7,3.0,3.8,3.1,14.2,9.1,0.5,8.3,4.6,10.9,11.9,12.9,57.5,3.6,36.6,0.4,71.6,1.7,148336
San Angelo TX,2012,6.6,23.8,35.1,4.0,2.1,2.8,12.7,8.4,0.5,8.3,3.8,11.2,11.9,11.5,57.1,3.6,37.3,0.0,71.6,1.8,149680
San Angelo TX,2013,7.4,21.2,29.6,2.1,-0.7,2.0,7.5,7.5,0.5,8.0,3.9,10.6,11.9,13.0,56.3,3.5,37.9,0.1,71.6,1.8,151551
San Angelo TX,2014,7.9,17.2,32.1,1.2,-1.1,1.4,9.1,6.7,0.5,8.6,3.7,11.1,11.9,12.3,55.5,3.4,38.6,0.1,68.7,2.5,153052
San Angelo TX,2015,8.3,15.4,31.5,0.5,-0.8,1.4,10.1,6.6,0.5,8.6,3.8,10.1,11.9,11.9,54.7,3.4,39.2,0.2,72.0,1.8,154249
San Angelo TX,2016,7.2,18.1,33.2,1.7,-0.2,1.9,10.6,7.0,0.5,8.4,3.7,9.8,11.9,11.4,54.6,3.6,39.5,0.2,75.8,1.8,154421
San Angelo TX,2017,5.9,19.4,30.9,1.7,-0.7,2.6,9.4,7.4,0.5,7.3,3.9,9.2,11.9,9.1,54.0,3.5,40.3,0.2,76.8,1.9,153398
San Angelo TX,2018,6.4,11.9,32.8,-0.5,0.1,2.1,12.2,7.3,0.6,7.9,3.4,10.6,11.9,9.1,53.2,3.3,40.9,0.2,79.4,1.9,153550
San Angelo TX,2019,7.2,15.6,25.9,-0.5,-1.4,1.4,11.7,5.4,0.6,7.6,3.5,11.0,11.9,9.6,52.5,3.1,41.0,0.1,88.3,1.9,153460
San Angelo TX,2020,6.2,14.6,27.3,-0.6,-1.5,1.7,10.6,5.6,0.6,7.3,3.2,9.9,11.9,9.7,52.0,3.1,41.4,0.1,86.9,1.9,151455
San Angelo TX,2021,5.5,14.1,27.1,-0.8,-1.3,2.0,10.5,5.6,0.6,7.4,3.5,9.2,11.9,9.6,51.7,2.5,41.4,0.3,85.6,1.8,151681
San Angelo TX,2022,6.4,14.9,26.7,-0.6,-2.0,1.3,10.2,5.4,0.6,7.6,3.2,9.8,11.9,9.7,50.7,1.8,42.1,0.1,88.7,1.8,151071
San Antonio TX,2011,12.0,17.3,32.8,1.3,4.0,3.9,13.6,9.3,0.6,7.6,6.0,8.6,14.7,11.9,36.8,5.7,55.7,0.2,72.4,1.8,2502942
San Antonio TX,2012,12.4,16.6,33.8,1.3,4.2,3.9,13.8,10.1,0.6,7.7,5.3,9.0,14.7,11.5,36.3,5.9,55.8,0.2,72.4,1.8,2543736
San Antonio TX,2013,12.1,17.2,34.5,1.6,3.1,3.5,13.2,9.1,0.6,7.8,4.4,8.8,14.8,11.2,35.9,5.9,55.8,0.2,72.4,1.8,2588542
San Antonio TX,2014,12.2,16.6,34.2,1.4,3.2,3.2,13.8,9.4,0.6,7.6,5.0,9.1,14.8,11.2,35.4,6.0,55.9,0.2,74.1,2.5,2642172
San Antonio TX,2015,12.1,16.8,34.8,1.5,2.1,2.8,13.3,8.1,0.6,7.6,5.7,9.0,14.8,11.1,34.9,6.0,56.1,0.2,75.4,1.8,2699055
San Antonio TX,2016,12.5,14.9,34.0,0.7,2.1,2.8,13.1,8.3,0.6,7.6,4.9,8.9,14.8,11.3,34.4,6.1,56.3,0.2,81.5,1.8,2745650
San Antonio TX,2017,12.0,14.8,32.6,0.4,1.2,2.6,12.3,8.1,0.6,7.5,4.6,8.7,14.8,10.3,33.8,6.1,56.5,0.2,83.0,1.8,2791637
San Antonio TX,2018,12.4,15.1,32.5,0.5,1.1,2.6,11.6,8.1,0.6,7.4,4.4,8.9,14.9,10.6,33.4,6.1,56.6,0.2,84.2,1.8,2836931
San Antonio TX,2019,11.9,16.1,33.3,1.0,0.8,2.3,12.7,7.5,0.6,7.3,3.9,9.1,14.9,10.2,33.0,5.9,56.6,0.2,86.2,1.9,2870983
San Antonio TX,2020,11.9,15.1,32.1,0.5,0.6,2.5,12.6,7.3,0.6,7.5,4.4,8.7,14.9,9.3,32.2,5.8,56.8,0.2,89.4,1.9,2887367
San Antonio TX,2021,12.4,14.2,32.2,0.2,1.3,2.9,13.1,7.5,0.6,7.3,4.9,8.8,14.9,9.6,31.9,5.7,57.0,0.1,92.2,1.9,2910339
San Antonio TX,2022,11.8,15.8,31.0,0.5,0.0,2.3,12.0,7.7,0.6,7.5,4.2,8.4,14.9,8.4,31.4,5.9,56.9,0.1,92.8,1.9,2961211
San Diego CA,2011,23.4,15.3,44.9,2.8,2.4,5.4,10.3,7.3,0.7,8.5,3.3,8.1,15.0,9.8,47.8,4.7,32.5,0.4,83.5,1.8,3140069
San Diego CA,2012,23.2,15.5,45.3,3.0,1.8,4.7,10.5,7.6,0.7,8.4,3.2,8.4,15.0,9.1,47.5,4.8,32.7,0.4,83.5,1.9,3177063
San Diego CA,2013,23.7,15.0,46.3,3.0,1.6,4.4,10.5,7.5,0.7,8.2,2.5,8.7,15.0,9.6,47.0,4.8,32.9,0.4,83.5,1.9,3211252
San Diego CA,2014,23.2,15.6,46.2,3.2,0.6,3.7,10.5,7.2,0.7,8.0,2.0,8.5,15.0,8.9,46.6,4.6,33.2,0.3,86.2,2.8,3263431
San Diego CA,2015,24.2,15.5,46.8,3.2,0.1,3.5,10.3,6.5,0.7,7.9,1.9,8.8,15.0,9.0,46.0,4.9,33.4,0.3,86.3,1.9,3299521
San Diego CA,2016,24.1,15.2,46.5,3.1,-0.7,3.2,9.8,5.6,0.7,7.7,3.5,8.3,15.0,9.2,45.9,4.7,33.5,0.4,88.7,1.9,3317749
San Diego CA,2017,23.3,16.3,44.5,3.1,-1.1,3.0,9.7,5.4,0.7,7.5,2.1,8.1,15.0,8.4,45.3,4.6,33.9,0.4,90.9,2.0,3337685
San Diego CA,2018,23.6,15.0,44.4,2.6,-1.5,2.7,9.5,5.1,0.7,7.4,1.7,8.5,15.0,8.7,45.1,4.8,34.0,0.4,92.3,2.0,3343364
San Diego CA,2019,22.8,13.0,43.4,1.7,-1.9,2.9,9.2,4.6,0.7,7.3,1.8,8.0,15.0,8.2,44.8,4.7,34.1,0.4,92.8,2.0,3338330
San Diego CA,2020,22.6,13.5,42.5,1.8,-1.7,3.2,9.0,4.7,0.7,7.4,1.8,7.9,15.0,7.7,43.6,4.5,34.5,0.3,93.9,2.0,3289701
San Diego CA,2021,22.4,13.8,43.1,2.0,-0.6,4.4,9.1,4.8,0.7,7.2,1.6,7.9,15.0,8.0,42.6,4.4,34.8,0.2,94.9,1.9,3286069
San Diego CA,2022,22.3,12.1,41.6,1.1,-2.6,2.4,8.9,4.9,0.7,7.3,2.0,7.8,15.0,7.1,42.2,4.2,35.0,0.3,94.7,2.0,3276208
San Francisco-Oakland-San Jose CA,2011,30.1,15.0,42.0,2.2,0.9,5.3,9.4,5.2,0.7,6.4,2.8,7.9,15.8,8.9,42.6,5.8,23.7,0.3,84.1,1.8,6978495
San Francisco-Oakland-San Jose CA,2012,30.5,14.7,43.0,2.2,0.1,4.8,8.7,5.3,0.7,6.3,2.8,7.9,15.8,8.9,42.2,5.6,23.6,0.3,84.1,1.8,7075349
San Francisco-Oakland-San Jose CA,2013,30.4,14.6,42.3,2.1,-0.4,4.4,8.8,4.8,0.7,6.2,2.8,7.8,15.8,8.7,41.8,5.6,23.7,0.3,84.1,1.8,7164720
San Francisco-Oakland-San Jose CA,2014,31.0,13.8,42.7,1.9,-1.6,3.5,8.5,4.3,0.7,6.1,2.7,7.8,15.8,8.6,41.2,5.4,23.7,0.3,85.4,2.7,7282677
San Francisco-Oakland-San Jose CA,2015,31.2,13.2,42.5,1.6,-2.1,2.9,8.3,4.4,0.7,6.0,2.1,7.6,15.8,8.6,40.7,5.4,23.6,0.3,86.8,1.8,7371018
San Francisco-Oakland-San Jose CA,2016,31.5,13.3,42.4,1.7,-2.8,2.6,8.0,4.0,0.7,5.9,2.0,7.4,15.8,8.5,40.4,5.2,23.5,0.3,89.2,1.8,7395548
San Francisco-Oakland-San Jose CA,2017,31.9,13.7,41.2,1.6,-3.3,2.4,8.0,3.5,0.7,5.8,2.4,7.6,15.8,8.0,39.6,5.2,23.5,0.3,90.7,1.9,7462964
San Francisco-Oakland-San Jose CA,2018,31.3,13.3,41.1,1.4,-3.9,2.2,7.6,3.3,0.7,5.8,2.0,7.1,15.8,7.4,39.3,5.2,23.4,0.3,92.1,1.9,7458401
San Francisco-Oakland-San Jose CA,2019,31.7,12.9,41.8,1.4,-4.2,2.0,7.4,2.9,0.7,5.7,2.0,7.3,15.8,7.7,38.9,5.4,23.3,0.3,92.2,1.8,7442870
San Francisco-Oakland-San Jose CA,2020,31.8,12.9,40.1,1.1,-3.3,2.8,7.5,3.3,0.7,5.9,2.0,7.1,15.8,7.6,37.5,5.2,23.4,0.3,93.3,1.8,7394062
San Francisco-Oakland-San Jose CA,2021,32.0,13.2,39.6,1.1,-2.3,3.8,7.6,3.6,0.7,5.7,2.4,6.9,15.8,7.7,36.5,5.1,23.7,0.2,94.4,1.8,7290937
San Francisco-Oakland-San Jose CA,2022,32.5,13.0,39.5,1.0,-3.8,2.3,7.2,3.4,0.7,5.9,1.8,6.9,15.8,7.9,35.7,5.0,23.7,0.2,95.0,1.8,7225468
Santa Barbara-Santa Maria-San Luis Obispo CA,2011,19.0,20.0,47.3,4.9,1.3,5.0,9.7,5.4,0.6,10.4,3.4,7.6,13.5,10.5,56.0,1.8,34.8,0.5,79.1,1.9,698847
Santa Barbara-Santa Maria-San Luis Obispo CA,2012,18.1,21.5,45.2,5.1,0.6,4.1,9.7,5.9,0.6,10.1,2.6,8.2,13.5,10.1,55.9,1.7,35.1,0.3,79.1,1.9,706053
Santa Barbara-Santa Maria-San Luis Obispo CA,2013,18.5,20.4,45.7,4.8,0.4,3.6,9.8,5.9,0.6,10.3,2.5,7.4,13.5,10.9,55.4,1.8,35.4,0.4,79.1,1.9,712140
Santa Barbara-Santa Maria-San Luis Obispo CA,2014,18.0,20.0,45.1,4.5,-0.1,3.1,9.9,6.1,0.6,10.2,2.6,8.4,13.5,10.1,55.0,1.7,35.8,0.3,81.3,2.8,719751
Santa Barbara-Santa Maria-San Luis Obispo CA,2015,17.9,19.1,45.9,4.3,-0.8,2.9,9.0,5.9,0.6,10.0,2.2,8.0,13.5,10.0,54.6,1.9,36.1,0.4,84.6,1.9,726170
Santa Barbara-Santa Maria-San Luis Obispo CA,2016,18.9,18.8,43.2,3.7,-1.7,2.6,9.2,4.5,0.6,9.8,1.8,8.0,13.5,9.6,54.3,1.7,36.3,0.4,86.7,2.0,729057
Santa Barbara-Santa Maria-San Luis Obispo CA,2017,17.6,18.3,44.4,3.8,-2.1,2.5,8.8,4.2,0.6,9.9,2.0,8.5,13.5,9.3,53.6,1.6,36.7,0.4,88.9,2.0,731555
Santa Barbara-Santa Maria-San Luis Obispo CA,2018,18.4,18.1,42.8,3.4,-1.4,2.7,9.7,4.7,0.6,9.8,2.3,7.9,13.5,9.4,53.4,1.9,36.9,0.5,89.9,2.0,730537
Santa Barbara-Santa Maria-San Luis Obispo CA,2019,18.3,19.4,42.1,3.7,-2.4,2.1,9.1,3.8,0.6,9.6,1.1,7.7,13.5,9.6,53.1,1.9,37.1,0.5,91.6,2.0,729610
Santa Barbara-Santa Maria-San Luis Obispo CA,2020,17.3,17.3,41.8,2.9,-1.7,2.8,9.4,4.4,0.6,9.7,1.5,7.8,13.5,8.9,52.0,1.5,37.6,0.3,91.8,2.0,726925
Santa Barbara-Santa Maria-San Luis Obispo CA,2021,17.3,16.7,42.1,2.8,-0.5,3.6,9.6,5.4,0.6,9.5,1.6,8.2,13.5,8.7,50.9,1.6,38.1,0.1,92.0,2.0,729634
Santa Barbara-Santa Maria-San Luis Obispo CA,2022,16.7,16.4,42.1,2.7,-2.5,2.4,8.6,4.2,0.6,9.6,1.2,7.7,13.5,8.8,50.5,1.5,38.4,0.2,93.5,2.0,725850
Savannah GA,2011,6.9,17.8,35.5,2.0,2.8,4.2,12.7,8.9,0.6,8.6,6.3,9.0,13.7,9.3,60.0,30.4,7.7,0.3,74.9,1.8,900749
Savannah GA,2012,5.8,16.2,35.5,1.5,2.8,4.4,12.2,9.2,0.6,8.6,6.4,9.1,13.7,9.1,59.5,30.0,7.7,0.3,74.9,1.8,912248
Savannah GA,2013,6.3,18.2,37.3,2.5,3.6,4.7,12.8,10.1,0.6,8.2,6.1,9.4,13.7,8.8,59.2,29.8,7.8,0.3,74.9,1.8,918433
Savannah GA,2014,5.9,18.9,36.8,2.6,2.2,4.2,11.9,8.9,0.6,8.2,6.2,8.7,13.7,8.5,58.9,29.6,7.8,0.2,77.5,2.4,931873
