DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Abilene-Sweetwater TX,2011,5.2,18.9,31.8,1.0,0.2,2.9,9.6,7.0,0.5,9.1,,11.0,12.0,10.1,65.9,8.2,22.0,0.3,66.0,1.7,165858
Abilene-Sweetwater TX,2012,5.2,22.7,36.3,2.9,2.0,3.0,11.4,9.2,0.5,9.1,,9.7,12.0,10.4,67.9,7.6,21.3,0.2,66.0,1.8,167800
Abilene-Sweetwater TX,2013,4.7,25.5,30.7,2.8,0.3,2.4,10.4,7.5,0.5,9.4,,8.5,12.0,10.1,66.4,7.5,22.6,0.2,66.0,1.8,168144
Abilene-Sweetwater TX,2014,4.1,24.9,35.4,3.4,1.0,2.4,11.9,8.8,0.5,9.5,,10.2,12.0,8.9,65.9,7.1,23.1,0.5,72.2,2.7,166900
Abilene-Sweetwater TX,2015,5.2,20.8,35.9,2.3,-0.6,1.8,12.3,6.3,0.5,9.1,,9.6,12.0,7.7,65.1,7.5,23.4,0.4,66.4,1.8,168922
Abilene-Sweetwater TX,2016,5.3,19.8,37.1,2.2,-0.8,1.7,10.8,7.1,0.5,8.5,,8.7,12.0,8.6,65.0,8.0,22.6,0.6,72.6,1.7,170860
Abilene-Sweetwater TX,2017,7.0,21.0,31.2,1.6,0.5,1.8,12.5,7.8,0.5,8.9,,10.0,12.0,9.3,63.1,8.4,24.3,0.1,74.7,1.8,169747
Abilene-Sweetwater TX,2018,5.7,23.4,33.8,2.7,-0.4,1.7,12.1,7.2,0.5,9.2,,10.2,12.1,8.0,63.6,7.7,23.2,0.4,83.2,1.8,174006
Abilene-Sweetwater TX,2019,5.3,18.4,34.7,1.4,-3.0,1.1,10.5,4.8,0.5,8.6,,8.4,12.1,6.4,62.8,8.4,25.1,0.1,85.8,1.8,171795
Abilene-Sweetwater TX,2021,5.3,15.5,31.9,0.1,-0.0,1.3,12.5,8.8,0.5,8.3,,8.6,12.1,7.9,62.9,7.1,24.4,0.0,88.9,1.9,178608
Abilene-Sweetwater TX,2022,7.6,19.8,35.0,1.9,-0.4,1.2,11.3,10.1,0.6,8.6,,9.0,12.1,7.1,61.1,8.3,25.3,0.1,91.5,1.9,180982
Albany GA,2011,1.7,15.0,44.3,2.1,11.1,6.7,17.2,15.0,0.6,7.7,8.4,9.7,12.0,14.4,37.4,50.2,2.5,0.3,63.1,1.6,161617
Albany GA,2012,2.3,15.7,41.8,1.9,11.0,7.4,17.3,14.3,0.6,7.3,8.4,9.9,12.0,12.7,39.0,52.4,2.7,0.3,63.1,1.6,155019
Albany GA,2013,3.0,15.5,44.0,2.2,11.2,7.0,18.9,14.4,0.6,7.9,8.4,10.2,12.0,12.7,38.7,51.9,2.6,0.3,63.1,1.6,156277
Albany GA,2014,2.1,15.8,45.3,2.5,8.9,5.7,17.8,13.1,0.6,7.1,8.4,9.0,11.9,11.9,39.7,53.2,2.7,0.4,69.9,2.6,152596
Albany GA,2015,2.2,13.4,42.9,1.4,8.4,5.6,17.5,12.7,0.6,6.5,8.4,9.9,12.0,11.4,38.5,51.7,2.6,0.3,69.6,1.7,156997
Albany GA,2016,1.5,14.9,45.5,2.3,8.1,4.8,17.8,14.7,0.6,6.7,8.4,9.6,11.9,9.9,39.7,53.2,2.7,0.4,74.0,1.7,152506
Albany GA,2017,2.2,17.7,44.8,3.0,7.9,4.8,19.5,13.1,0.6,7.4,8.4,9.2,11.9,9.1,39.9,53.5,2.7,0.4,76.6,1.7,151754
Albany GA,2018,2.6,18.6,47.7,3.8,7.5,4.1,18.7,12.7,0.6,7.7,8.4,9.3,11.9,10.9,40.0,53.7,2.7,0.4,76.1,1.7,151158
Albany GA,2019,1.9,19.0,45.0,3.4,6.8,4.7,16.5,11.7,0.6,8.3,8.4,12.0,11.9,11.4,40.4,54.0,2.9,0.3,73.2,1.6,147384
Albany GA,2021,1.4,13.7,41.1,1.1,3.6,3.4,15.4,8.3,0.6,8.1,8.4,11.1,11.9,10.2,39.8,53.2,3.1,0.2,80.6,1.8,146961
Albany GA,2022,3.1,11.2,37.2,-0.3,6.5,3.7,19.3,13.7,0.6,7.7,8.4,10.6,11.9,7.3,39.3,52.4,3.3,0.1,83.1,1.8,146387
Albany-Schenectady-Troy NY,2011,6.3,13.1,29.0,-1.2,-1.1,4.3,9.4,4.8,0.3,7.9,3.8,7.4,13.7,5.4,82.5,6.9,4.4,0.1,77.9,1.7,871478
Albany-Schenectady-Troy NY,2012,6.9,12.4,30.1,-1.2,-1.6,4.3,8.9,4.0,0.3,7.6,2.3,8.3,13.7,5.4,82.0,7.2,4.5,0.1,77.9,1.6,874646
Albany-Schenectady-Troy NY,2013,7.4,13.5,29.7,-0.9,-1.5,4.0,8.8,5.1,0.3,7.6,2.7,8.0,13.7,5.4,81.5,7.2,4.7,0.2,77.9,1.7,877905
Albany-Schenectady-Troy NY,2014,7.0,12.8,29.6,-1.1,-2.5,3.1,8.9,4.6,0.3,7.7,5.0,8.2,13.7,5.1,81.1,7.2,4.9,0.1,81.3,2.6,880167
Albany-Schenectady-Troy NY,2015,7.4,13.3,29.3,-1.1,-3.1,2.8,8.5,3.9,0.3,7.7,2.2,8.2,13.7,5.3,80.3,7.1,5.0,0.1,81.2,1.7,881830
Albany-Schenectady-Troy NY,2016,8.0,13.8,30.9,-0.6,-2.6,2.6,9.7,3.7,0.4,7.9,2.7,8.5,13.7,5.7,79.8,7.0,5.1,0.1,85.1,1.7,881839
Albany-Schenectady-Troy NY,2017,8.2,13.9,29.6,-0.8,-3.0,2.8,8.9,3.7,0.4,7.7,3.7,9.2,13.7,5.3,79.5,7.6,5.2,0.2,86.3,1.7,886188
Albany-Schenectady-Troy NY,2018,8.2,13.9,30.3,-0.7,-3.2,2.6,9.2,3.5,0.4,7.7,2.3,8.4,13.7,5.2,79.4,7.2,5.4,0.3,87.3,1.7,883169
Albany-Schenectady-Troy NY,2019,8.5,13.5,29.7,-0.9,-3.0,2.0,10.2,4.1,0.4,7.1,3.2,8.5,13.7,5.2,79.0,7.2,5.4,0.0,87.5,1.7,880381
Albany-Schenectady-Troy NY,2020,8.3,12.8,29.6,-1.1,-3.2,2.7,8.7,3.8,0.4,7.5,3.0,8.7,13.7,5.1,77.4,7.3,5.7,0.1,89.0,1.7,901729
Albany-Schenectady-Troy NY,2021,7.8,12.2,28.3,-1.5,-3.0,3.1,8.1,4.3,0.4,7.1,2.9,8.4,13.7,5.0,76.8,7.5,5.7,0.1,90.6,1.7,899286
Albany-Schenectady-Troy NY,2022,8.0,13.0,28.8,-1.2,-3.8,2.5,7.8,4.1,0.4,7.5,2.3,8.6,13.7,4.7,75.5,7.4,6.0,0.0,91.5,1.6,904617
Albuquerque-Santa Fe NM,2011,9.6,14.5,29.9,-0.6,4.6,5.6,13.5,10.1,0.6,7.1,6.8,11.3,13.7,8.2,41.9,2.2,47.0,5.1,70.8,1.8,899149
Albuquerque-Santa Fe NM,2012,9.4,14.9,31.1,-0.2,3.5,4.4,13.7,9.8,0.6,7.1,7.7,11.1,13.7,7.9,41.4,2.4,47.4,5.1,70.8,1.8,902794
Albuquerque-Santa Fe NM,2013,10.0,15.6,31.8,0.1,3.1,3.9,13.6,9.4,0.6,7.0,4.0,10.5,13.7,8.4,40.8,2.3,47.9,4.8,70.8,1.8,901932
Albuquerque-Santa Fe NM,2014,9.4,14.1,32.8,-0.2,3.2,4.3,12.8,9.8,0.6,6.7,5.4,10.5,13.7,8.2,40.5,2.2,47.9,5.5,73.3,2.7,905213
Albuquerque-Santa Fe NM,2015,9.8,15.5,31.3,-0.0,1.4,3.3,11.7,8.1,0.6,6.9,5.7,10.6,13.7,8.6,40.0,2.4,48.3,5.3,71.5,1.8,906209
Albuquerque-Santa Fe NM,2016,9.0,15.0,30.5,-0.3,1.0,3.0,12.0,8.1,0.6,6.5,6.2,10.7,13.7,7.9,39.6,2.3,48.6,5.3,79.4,1.9,913924
Albuquerque-Santa Fe NM,2017,8.6,12.0,29.3,-1.4,-0.5,2.5,11.0,7.1,0.6,6.4,5.3,11.2,13.7,7.1,39.2,2.1,49.1,5.3,83.6,1.9,913113
Albuquerque-Santa Fe NM,2018,8.9,13.2,32.4,-0.5,0.1,2.9,11.0,6.9,0.6,6.5,8.9,11.8,13.7,8.0,38.9,2.3,49.3,5.1,82.3,1.8,916791
Albuquerque-Santa Fe NM,2019,9.4,13.3,30.2,-0.9,0.6,2.6,12.7,7.4,0.6,6.5,4.8,11.3,13.7,7.4,38.4,2.4,49.5,5.2,83.3,1.9,914480
Albuquerque-Santa Fe NM,2020,9.1,12.9,28.7,-1.3,-0.0,2.8,11.9,6.8,0.6,6.7,5.7,11.5,13.7,7.0,37.2,2.2,49.9,5.0,86.8,1.9,915968
Albuquerque-Santa Fe NM,2021,8.7,13.2,28.7,-1.2,0.4,3.3,12.0,7.0,0.6,6.6,4.1,11.1,13.7,6.7,36.4,2.1,50.1,4.7,90.3,1.9,921311
Albuquerque-Santa Fe NM,2022,9.2,12.2,24.4,-2.3,-1.6,2.0,10.8,5.8,0.6,6.7,8.2,11.4,13.7,6.9,36.4,2.2,50.0,5.0,90.4,1.9,923925
Alexandria LA,2011,2.8,11.7,29.0,-1.6,6.5,4.5,13.8,11.3,0.5,7.2,8.3,11.1,11.9,14.6,64.0,29.5,3.3,0.8,67.6,1.6,154505
Alexandria LA,2012,1.9,12.5,32.0,-0.8,4.9,3.8,15.2,11.2,0.5,7.1,8.3,11.3,11.9,10.1,64.0,29.5,3.3,0.8,67.6,1.6,154441
Alexandria LA,2013,2.9,12.9,31.6,-0.8,3.5,4.3,12.6,8.7,0.5,7.2,8.3,10.9,11.9,10.6,63.9,29.4,3.3,0.8,67.6,1.7,154753
Alexandria LA,2014,3.7,9.0,35.6,-1.2,3.5,3.6,13.1,10.4,0.5,7.2,8.3,9.3,12.0,10.0,63.6,29.2,3.4,0.7,66.7,2.6,154872
Alexandria LA,2015,2.5,10.4,39.6,-0.1,6.0,3.1,17.4,12.0,0.5,7.1,8.3,10.2,11.9,11.4,63.5,29.1,3.4,0.7,69.1,1.6,154484
Alexandria LA,2016,2.8,12.4,35.1,-0.3,3.9,2.6,16.0,10.5,0.5,6.9,8.3,10.5,11.9,10.0,63.1,28.8,3.5,0.7,73.2,1.6,154789
Alexandria LA,2017,3.0,12.6,35.2,-0.2,3.4,3.0,14.1,10.0,0.5,7.1,8.3,10.0,11.9,10.3,63.1,28.7,3.5,0.7,75.4,1.6,153984
Alexandria LA,2018,1.8,15.7,36.3,0.9,3.1,3.1,15.0,9.0,0.5,6.7,8.3,10.1,11.9,9.1,63.2,28.7,3.6,0.7,82.3,1.7,153044
Alexandria LA,2019,2.9,16.4,33.8,0.7,4.1,1.7,19.2,9.7,0.5,7.0,8.3,11.7,11.9,9.8,63.3,28.6,4.0,0.2,80.3,1.7,152037
Alexandria LA,2021,3.7,12.5,32.1,-0.8,2.8,3.0,13.7,9.9,0.5,6.5,8.3,10.1,11.9,9.2,61.3,27.9,3.9,0.3,86.0,1.6,150890
Alexandria LA,2022,3.0,13.0,28.4,-1.3,0.8,1.7,12.2,9.3,0.5,7.6,8.3,10.4,11.9,9.0,61.9,29.3,3.9,0.4,86.9,1.7,149189
Amarillo TX,2011,8.1,16.9,30.2,0.2,1.4,2.8,12.2,7.9,0.5,7.2,5.4,9.9,12.4,9.4,63.2,5.7,26.3,0.4,72.0,1.8,254635
Amarillo TX,2012,8.6,17.3,33.5,0.9,1.6,2.1,12.6,8.4,0.5,7.6,5.4,10.4,12.4,11.0,63.0,5.2,26.4,0.6,72.0,1.8,254579
Amarillo TX,2013,8.7,18.4,32.9,1.1,1.3,2.4,12.6,7.8,0.5,7.4,5.1,9.2,12.5,10.1,62.5,5.6,26.8,0.4,72.0,1.9,259164
Amarillo TX,2014,9.9,16.8,32.5,0.6,0.8,1.9,13.0,7.6,0.5,7.4,4.6,10.5,12.5,9.5,61.4,5.5,27.4,0.4,72.4,2.7,261752
Amarillo TX,2015,8.9,18.6,32.3,1.0,0.2,1.6,11.8,7.6,0.5,7.1,3.9,10.7,12.5,9.9,60.7,4.9,28.1,0.2,74.6,1.8,263258
Amarillo TX,2016,11.1,20.4,34.1,1.9,0.1,1.7,11.3,7.1,0.6,7.0,5.5,9.1,12.5,10.5,60.4,5.9,28.4,0.3,80.3,1.9,263491
Amarillo TX,2017,10.4,17.2,32.3,0.6,-1.3,1.8,9.5,6.3,0.6,6.9,6.8,9.6,12.5,9.4,59.9,6.0,28.6,0.3,81.8,1.9,266575
Amarillo TX,2018,10.4,17.6,31.1,0.5,-0.7,1.6,12.0,6.3,0.6,7.5,6.8,9.3,12.5,8.4,59.0,5.9,29.1,0.7,85.0,1.9,268356
Amarillo TX,2019,9.1,15.9,30.5,-0.1,-0.1,1.5,11.8,8.0,0.6,7.1,6.8,9.5,12.5,8.7,59.4,5.8,29.2,0.6,88.9,1.9,269447
Amarillo TX,2020,9.5,13.8,31.4,-0.5,-0.6,1.5,11.6,7.0,0.6,7.3,5.8,9.7,12.5,8.7,57.3,5.9,30.4,0.4,88.8,1.9,269278
Amarillo TX,2021,9.2,11.0,30.7,-1.5,-0.6,1.6,10.7,6.6,0.6,7.5,6.8,9.9,12.5,9.9,56.4,6.0,31.3,0.2,88.6,1.9,270119
Amarillo TX,2022,8.6,10.8,29.6,-1.7,-1.9,1.5,10.1,5.9,0.6,7.7,6.8,10.2,12.5,8.0,55.1,5.8,31.4,0.1,89.4,1.9,271480
Anchorage AK,2011,8.2,18.7,34.3,1.4,0.1,4.4,13.1,3.9,0.5,7.7,6.5,10.4,12.9,4.9,66.8,4.0,6.9,5.9,84.6,1.9,387516
Anchorage AK,2012,8.4,17.6,33.6,1.0,-0.3,3.9,12.6,4.7,0.5,8.4,3.4,9.7,12.9,4.7,65.9,4.6,7.2,6.1,84.6,1.9,392535
Anchorage AK,2013,7.7,19.2,33.9,1.5,-2.3,3.9,9.8,2.7,0.6,8.3,6.6,8.1,12.9,4.8,65.4,4.7,7.6,6.5,84.6,2.0,396142
Anchorage AK,2014,9.0,18.3,33.9,1.2,-1.6,3.3,11.2,4.6,0.6,8.4,2.3,9.6,12.9,4.2,64.5,4.3,7.9,6.3,87.0,2.8,398892
Anchorage AK,2015,9.0,20.5,32.6,1.7,-0.8,3.6,13.0,4.3,0.6,8.5,5.7,9.3,12.9,4.1,63.9,4.7,8.0,5.9,85.1,1.9,399790
Anchorage AK,2016,8.5,19.1,31.5,1.0,-2.3,3.8,10.4,2.9,0.6,7.7,2.8,9.0,12.9,3.9,63.9,3.9,7.9,6.8,90.7,2.0,402557
Anchorage AK,2017,9.5,19.1,33.5,1.4,-1.1,3.4,11.8,4.3,0.6,7.4,3.7,10.1,12.9,5.1,63.3,3.9,8.0,6.6,89.9,1.9,400888
Anchorage AK,2018,9.5,16.8,28.4,-0.2,-2.7,3.1,9.5,4.4,0.6,7.3,3.7,9.2,12.9,3.8,62.9,4.3,8.2,7.1,90.9,2.0,399148
Anchorage AK,2019,8.9,16.0,31.4,0.1,-3.2,2.9,9.4,4.2,0.6,7.3,4.7,9.1,12.9,3.4,62.9,4.1,8.2,8.3,91.9,1.9,396317
Anchorage AK,2021,8.9,14.6,28.2,-0.9,-2.2,3.2,10.6,4.2,0.6,7.3,4.7,9.8,12.9,3.9,60.6,3.8,8.5,6.2,94.0,1.9,398807
Anchorage AK,2022,8.3,14.4,27.7,-1.0,-2.2,2.3,11.5,4.9,0.6,6.9,1.3,9.6,12.9,4.3,60.1,3.7,8.8,6.9,95.0,2.0,400470
Atlanta GA,2011,13.3,16.7,34.2,0.8,5.0,6.6,13.3,8.7,0.6,7.1,6.0,8.5,15.5,8.3,50.4,32.0,10.6,0.2,79.2,1.8,5365726
Atlanta GA,2012,13.2,16.4,34.3,0.8,4.1,5.7,13.1,9.0,0.6,7.0,4.9,8.7,15.5,7.9,50.0,32.3,10.6,0.2,79.2,1.8,5442113
Atlanta GA,2013,13.3,16.3,34.9,0.8,3.1,5.1,12.8,8.1,0.6,6.9,5.2,9.0,15.5,7.7,49.4,32.3,10.5,0.2,79.2,1.8,5524693
Atlanta GA,2014,13.4,15.2,35.7,0.6,2.4,4.0,13.4,8.0,0.6,7.0,4.3,8.7,15.5,7.6,49.0,32.9,10.4,0.1,80.0,2.7,5611829
Atlanta GA,2015,13.8,15.6,36.6,0.9,1.0,3.5,12.3,7.2,0.6,7.0,4.3,8.6,15.6,7.4,48.3,33.1,10.6,0.1,81.2,1.8,5709731
Atlanta GA,2016,13.7,16.1,36.6,1.1,0.2,2.8,12.5,6.5,0.6,6.9,5.5,8.8,15.6,7.3,47.7,33.4,10.5,0.1,85.7,1.9,5790210
Atlanta GA,2017,14.1,14.3,34.6,0.2,-0.4,2.7,12.0,6.0,0.7,6.8,3.8,8.6,15.6,6.9,47.0,33.4,10.8,0.2,87.4,1.9,5882450
Atlanta GA,2018,13.8,13.7,33.4,-0.2,-1.1,2.2,11.8,5.7,0.7,6.8,4.0,8.6,15.6,6.5,46.4,33.8,10.9,0.2,88.5,1.9,5950828
Atlanta GA,2019,14.2,13.8,32.3,-0.4,-1.6,2.2,11.1,5.0,0.7,6.7,4.1,8.6,15.6,6.7,45.9,34.2,11.0,0.2,89.7,1.9,6018744
Atlanta GA,2020,14.3,13.5,31.5,-0.6,-1.2,2.7,11.4,5.3,0.7,6.9,4.0,8.5,15.6,6.2,44.7,33.8,11.1,0.1,91.5,1.9,6094752
Atlanta GA,2021,13.8,13.4,29.1,-1.0,-0.9,2.8,11.2,5.9,0.7,6.7,3.2,8.6,15.6,6.1,44.1,33.0,11.2,0.2,93.4,1.9,6144970
Atlanta GA,2022,14.6,12.6,30.0,-1.2,-1.9,2.2,11.4,4.9,0.7,6.9,4.2,8.7,15.6,5.7,43.2,33.8,11.5,0.1,93.9,1.9,6222908
Austin TX,2011,14.9,21.1,38.6,2.9,0.9,4.5,10.3,6.5,0.6,7.7,5.1,8.7,14.4,7.7,54.1,7.1,31.8,0.2,82.2,1.7,1783519
Austin TX,2012,14.4,22.0,38.6,3.2,0.4,3.9,10.4,6.6,0.6,7.5,3.6,8.9,14.4,7.6,53.9,7.1,31.9,0.2,82.2,1.8,1834303
Austin TX,2013,14.9,20.3,37.4,2.4,-0.3,3.5,10.3,5.7,0.6,7.2,4.1,8.6,14.4,7.4,53.7,6.9,31.9,0.2,82.2,1.8,1883051
Austin TX,2014,14.9,19.8,38.1,2.4,-1.0,2.6,10.2,6.3,0.6,7.1,2.6,8.8,14.5,7.3,53.2,7.2,32.0,0.2,82.7,2.7,1943299
Austin TX,2015,15.1,17.8,37.3,1.7,-2.3,2.5,8.8,4.7,0.6,7.0,3.6,8.6,14.5,7.2,52.9,7.1,32.2,0.2,83.3,1.8,2000860
Austin TX,2016,14.4,18.1,37.8,1.9,-2.3,2.5,9.4,4.1,0.6,7.0,3.9,8.7,14.5,6.9,52.6,7.0,32.2,0.2,87.1,1.8,2056405
Austin TX,2017,15.1,18.1,36.6,1.6,-3.4,2.0,8.2,4.2,0.6,6.9,4.4,8.9,14.6,6.3,52.0,6.8,32.5,0.2,89.3,1.9,2115827
Austin TX,2018,15.1,18.1,37.2,1.8,-2.4,2.4,9.2,4.6,0.6,6.8,2.9,8.5,14.6,6.7,51.6,6.9,32.7,0.2,91.4,1.9,2168316
Austin TX,2019,15.7,18.3,36.7,1.7,-3.0,2.2,8.6,4.5,0.6,6.7,4.0,8.3,14.6,6.5,51.6,6.9,32.6,0.2,91.2,1.8,2227083
Austin TX,2021,15.7,17.9,34.3,1.2,-3.4,2.8,7.5,4.0,0.6,6.6,2.7,8.3,14.7,5.6,49.1,6.6,32.8,0.1,94.3,1.8,2352426
Austin TX,2022,15.9,17.2,34.4,1.0,-4.9,1.7,6.7,3.4,0.6,6.7,5.2,7.8,14.7,5.5,48.4,6.8,32.7,0.1,94.3,1.8,2421115
Bakersfield CA,2011,20.4,19.2,43.3,3.2,12.2,6.6,18.6,15.3,0.6,8.7,4.8,7.8,13.7,16.0,37.8,5.5,50.0,0.7,69.6,1.8,851710
Bakersfield CA,2012,20.8,18.7,42.5,2.9,11.6,6.1,17.8,15.2,0.6,8.6,5.1,7.5,13.7,16.4,37.4,5.1,50.3,0.7,69.6,1.9,856158
Bakersfield CA,2013,20.5,18.3,45.7,3.3,9.6,5.2,16.5,14.4,0.6,8.5,5.5,7.2,13.7,15.4,36.8,5.3,50.9,0.6,69.6,1.9,864124
Bakersfield CA,2014,19.4,16.2,43.8,2.4,9.7,4.6,17.3,15.1,0.6,8.4,4.5,8.2,13.7,15.2,36.0,4.9,51.5,0.4,70.4,2.8,874589
Bakersfield CA,2015,20.4,13.6,42.4,1.4,9.1,4.8,16.1,13.6,0.6,8.2,2.7,6.7,13.7,16.0,35.4,5.4,52.2,0.4,71.7,1.9,882176
Bakersfield CA,2016,20.1,17.2,42.8,2.5,8.8,4.9,15.1,13.8,0.6,8.1,3.8,7.2,13.7,15.8,34.6,5.0,52.8,0.5,80.2,1.9,884788
Bakersfield CA,2017,19.6,14.6,41.5,1.5,8.1,4.0,16.3,12.4,0.6,7.9,3.9,7.4,13.7,16.3,33.9,5.0,53.4,0.5,80.0,1.9,893119
Bakersfield CA,2018,20.1,12.0,41.0,0.6,7.5,3.8,15.5,12.5,0.6,7.8,2.3,6.7,13.7,16.0,33.4,5.3,54.0,0.6,84.4,1.9,896764
Bakersfield CA,2019,19.8,13.2,40.0,0.8,6.0,3.4,15.0,11.2,0.6,7.7,3.8,7.1,13.7,14.5,32.8,5.0,54.6,0.5,83.5,1.9,900202
Bakersfield CA,2021,19.7,7.9,37.8,-1.1,7.1,4.3,16.2,11.2,0.6,7.8,5.4,6.5,13.7,14.1,30.2,4.9,56.1,0.4,90.7,1.9,917673
Bakersfield CA,2022,19.1,7.5,36.7,-1.4,5.9,3.1,16.6,10.7,0.6,7.9,5.1,6.6,13.7,13.7,29.6,4.8,56.8,0.2,92.4,2.0,916108
Baltimore MD,2011,9.0,12.2,29.7,-1.3,1.7,5.1,12.3,5.3,0.6,7.0,4.5,8.5,14.8,7.4,59.5,28.4,4.7,0.2,78.9,1.7,2729110
Baltimore MD,2012,9.5,11.8,30.7,-1.3,1.0,4.6,11.8,5.1,0.6,6.9,4.6,8.3,14.8,7.2,59.2,28.4,4.9,0.2,78.9,1.7,2753149
Baltimore MD,2013,9.2,13.1,30.7,-0.8,0.3,3.9,11.7,5.0,0.6,6.8,3.5,8.3,14.8,7.2,58.7,28.6,5.1,0.2,78.9,1.7,2770738
Baltimore MD,2014,10.1,13.4,31.2,-0.7,-0.2,3.6,11.6,5.0,0.6,6.6,3.7,8.2,14.8,6.6,58.0,28.7,5.3,0.2,80.4,2.6,2785874
Baltimore MD,2015,10.3,13.6,31.4,-0.6,-1.0,3.0,11.3,4.6,0.6,6.6,3.1,8.2,14.8,6.6,57.5,28.5,5.5,0.2,81.2,1.7,2797407
Baltimore MD,2016,10.4,13.5,31.4,-0.6,-1.4,2.9,11.2,4.4,0.6,6.6,3.1,8.4,14.8,6.2,57.0,28.8,5.6,0.2,85.5,1.7,2798886
Baltimore MD,2017,11.0,12.7,29.7,-1.1,-1.6,2.8,10.7,4.3,0.6,6.4,2.9,8.3,14.8,6.6,56.4,28.8,5.9,0.2,87.0,1.7,2808175
Baltimore MD,2018,10.4,13.8,28.8,-1.0,-2.2,2.5,10.1,4.4,0.6,6.3,2.4,8.3,14.8,6.1,56.0,28.8,6.1,0.2,87.8,1.8,2802789
Baltimore MD,2019,10.3,12.4,29.9,-1.2,-2.5,2.4,10.3,3.8,0.6,6.3,4.4,8.2,14.8,5.8,55.5,29.3,6.3,0.2,88.2,1.8,2800053
Baltimore MD,2020,10.6,12.0,28.5,-1.6,-2.2,2.6,10.4,4.3,0.6,6.3,3.2,8.1,14.9,5.6,54.3,28.8,6.5,0.1,89.8,1.8,2840005
Baltimore MD,2021,11.0,11.1,28.0,-1.9,-1.9,2.8,10.2,5.1,0.6,6.3,3.2,7.8,14.9,5.3,53.8,28.5,6.7,0.1,91.4,1.8,2838327
Baltimore MD,2022,11.5,11.8,28.0,-1.7,-2.8,2.0,10.4,4.4,0.6,6.3,3.2,8.1,14.9,5.4,52.8,28.8,7.0,0.1,91.4,1.7,2835672
Bangor ME,2011,1.9,16.4,26.2,-0.7,-0.5,4.6,8.5,6.1,0.2,8.6,,11.9,11.9,6.1,90.1,1.0,1.7,0.8,72.0,1.7,153786
Bangor ME,2012,3.6,17.7,31.7,0.7,-0.3,4.2,9.5,6.9,0.2,8.3,,9.5,11.9,5.5,90.1,1.0,1.7,0.8,72.0,1.7,153746
Bangor ME,2013,2.8,13.7,29.1,-1.0,-0.4,4.0,9.3,6.5,0.2,7.9,,12.8,11.9,6.7,90.3,1.0,1.7,0.8,72.0,1.7,153364
Bangor ME,2014,2.1,15.4,26.9,-0.9,0.3,3.2,10.7,8.2,0.2,7.9,,12.4,11.9,7.1,90.3,1.0,1.7,0.8,72.1,2.6,153414
Bangor ME,2015,2.4,16.7,26.3,-0.6,0.6,4.0,10.9,6.8,0.2,7.6,,10.8,11.9,7.0,90.7,1.0,1.7,0.8,78.0,1.7,152692
Bangor ME,2016,2.2,16.8,25.3,-0.7,-0.7,3.9,10.7,6.0,0.2,7.7,,11.2,11.9,4.7,91.2,1.0,1.7,0.8,83.1,1.7,151806
Bangor ME,2017,3.0,15.1,24.2,-1.4,-3.3,1.9,8.5,5.1,0.2,7.5,,13.5,11.9,5.7,91.1,1.0,1.7,0.8,83.1,1.8,151957
Bangor ME,2018,3.1,16.6,26.6,-0.6,-2.2,1.8,10.4,6.1,0.2,7.5,,12.0,11.9,5.8,91.7,1.0,1.7,0.8,84.5,1.7,151096
Bangor ME,2019,3.0,16.1,26.4,-0.7,-4.4,2.0,7.8,3.4,0.2,7.8,,10.7,11.9,5.0,91.0,1.0,1.7,0.8,83.5,1.8,152148
Bangor ME,2021,3.6,13.7,23.7,-1.9,-3.5,2.8,7.8,5.9,0.2,7.4,,9.9,11.9,2.9,90.7,1.0,1.7,0.8,90.1,1.8,152765
Bangor ME,2022,3.1,11.3,27.4,-2.0,-3.9,1.3,8.5,6.3,0.2,7.0,,12.8,11.9,4.1,91.5,1.1,1.9,0.8,90.5,1.7,153704
Baton Rouge LA,2011,3.7,13.5,28.1,-1.2,4.1,4.6,14.1,9.0,0.5,8.3,6.1,9.1,13.6,9.2,57.7,35.0,3.6,0.2,70.4,1.7,808242
Baton Rouge LA,2012,3.1,13.6,30.6,-0.7,3.1,3.7,14.4,8.9,0.5,7.9,4.9,10.2,13.6,8.5,57.5,35.7,3.6,0.2,70.4,1.7,815298
Baton Rouge LA,2013,3.7,13.4,29.5,-1.0,2.9,3.6,14.3,8.8,0.5,7.9,7.3,9.7,13.6,8.3,57.4,35.6,3.6,0.2,70.4,1.7,820159
Baton Rouge LA,2014,3.7,15.5,32.2,0.1,1.7,3.0,13.4,7.8,0.5,7.9,4.2,9.1,13.6,8.6,57.0,35.8,3.7,0.2,71.0,2.7,825478
Baton Rouge LA,2015,3.9,14.0,28.8,-0.9,1.3,3.3,13.1,7.1,0.6,7.9,5.3,9.1,13.6,7.7,56.9,34.7,3.8,0.1,76.2,1.8,830480
Baton Rouge LA,2016,3.7,14.9,31.5,-0.2,1.7,3.2,13.2,7.9,0.6,7.6,6.5,9.7,13.6,8.3,56.5,35.0,3.9,0.1,80.3,1.8,835175
