DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Seattle-Tacoma WA,2013,17.4,17.5,37.6,1.7,-1.2,3.9,9.1,5.3,0.5,6.5,3.4,9.5,15.1,5.7,66.3,5.5,9.5,0.8,82.9,1.8,3610105
Seattle-Tacoma WA,2014,17.2,17.5,36.7,1.5,-2.5,3.1,8.5,4.5,0.5,6.5,4.2,9.3,15.1,5.6,65.6,5.3,9.6,0.7,85.4,2.7,3671478
Seattle-Tacoma WA,2015,17.8,18.4,36.4,1.7,-2.9,3.0,8.5,4.1,0.5,6.4,3.2,9.3,15.1,5.3,64.9,5.5,9.8,0.7,87.3,1.8,3733580
Seattle-Tacoma WA,2016,18.2,17.9,36.5,1.6,-3.2,2.6,8.4,4.0,0.6,6.2,3.8,9.1,15.2,5.6,64.4,5.4,9.9,0.6,90.1,1.8,3798902
Seattle-Tacoma WA,2017,18.8,17.9,35.4,1.4,-3.8,2.4,8.0,3.6,0.6,6.1,4.6,9.3,15.2,5.2,63.4,5.6,10.1,0.5,91.5,1.9,3867046
Seattle-Tacoma WA,2018,19.3,18.1,36.0,1.5,-4.2,2.1,8.1,3.4,0.6,5.9,2.8,8.7,15.2,5.0,62.4,5.8,10.2,0.7,91.9,1.9,3939363
Seattle-Tacoma WA,2019,19.7,17.1,35.4,1.1,-4.4,2.1,7.7,3.0,0.6,6.0,2.9,9.1,15.2,5.1,61.7,5.9,10.4,0.8,93.2,1.8,3979845
Seattle-Tacoma WA,2020,19.9,16.5,34.5,0.8,-4.1,2.5,7.8,3.3,0.6,6.1,3.7,8.7,15.2,4.8,59.7,5.9,10.8,0.6,94.2,1.9,4001701
Seattle-Tacoma WA,2021,20.0,16.6,33.6,0.7,-3.8,3.1,7.3,3.4,0.6,5.9,3.2,8.5,15.2,4.6,58.3,6.0,10.9,0.5,95.2,1.9,4011553
Seattle-Tacoma WA,2022,20.7,15.7,34.4,0.6,-4.4,2.1,7.6,3.4,0.6,6.0,3.7,8.3,15.2,4.9,57.2,5.9,11.2,0.5,94.7,1.8,4034248
Sherman TX-Ada OK,2011,4.4,16.6,34.9,0.9,2.9,3.9,13.2,8.5,0.4,6.6,10.0,11.0,11.7,9.4,77.9,6.4,11.9,0.9,68.2,1.9,121419
Sherman TX-Ada OK,2012,5.3,20.8,29.0,1.1,3.5,4.4,13.6,8.7,0.4,6.5,10.0,12.6,11.7,9.1,77.6,6.4,11.9,0.9,68.2,1.8,121935
Sherman TX-Ada OK,2013,6.5,16.1,33.3,0.5,3.1,4.5,13.2,7.8,0.4,7.0,10.0,11.5,11.7,8.8,77.4,6.0,12.3,1.0,68.2,1.8,122353
Sherman TX-Ada OK,2014,6.7,17.4,31.0,0.5,1.5,4.1,10.8,8.8,0.4,6.6,10.0,10.0,11.7,7.4,76.7,5.6,12.6,1.1,70.5,2.8,123534
Sherman TX-Ada OK,2015,6.4,19.1,29.6,0.7,1.5,2.9,13.0,7.8,0.4,6.9,10.0,11.2,11.7,8.8,75.9,5.9,13.0,1.7,71.4,1.9,125467
Sherman TX-Ada OK,2016,4.5,16.9,30.5,0.2,0.1,3.0,11.8,6.3,0.4,6.9,10.0,12.3,11.8,7.5,75.6,5.6,13.3,1.4,76.3,1.9,128235
Sherman TX-Ada OK,2017,7.3,15.9,30.4,-0.1,-1.1,2.0,10.2,7.0,0.4,6.6,10.0,12.3,11.8,7.6,75.3,5.3,13.6,1.0,82.0,2.0,131140
Sherman TX-Ada OK,2018,4.9,18.1,31.1,0.7,-1.8,2.5,9.8,5.2,0.4,6.7,10.0,12.2,11.8,6.9,75.0,5.0,13.8,0.7,71.1,1.9,133991
Sherman TX-Ada OK,2019,6.9,16.3,27.8,-0.4,-2.1,2.2,9.5,5.2,0.4,6.8,10.0,12.9,11.8,6.9,74.4,5.4,14.5,0.6,80.5,1.9,136212
Sherman TX-Ada OK,2020,6.7,17.0,30.1,0.2,-2.0,1.9,10.5,5.6,0.4,6.6,5.0,10.7,11.8,6.5,73.5,5.3,14.6,0.5,85.3,2.0,137008
Sherman TX-Ada OK,2021,6.0,15.4,29.3,-0.5,-2.4,1.6,10.7,5.4,0.4,6.7,10.0,11.6,11.8,5.8,73.4,5.7,15.0,0.4,90.2,2.0,139336
Sherman TX-Ada OK,2022,8.3,14.4,29.6,-0.7,-3.5,1.5,8.9,4.3,0.4,7.0,10.0,9.3,11.9,6.3,72.6,5.4,15.5,0.3,90.4,2.0,143131
Shreveport LA,2011,2.3,16.1,33.8,0.6,3.1,3.1,15.1,9.2,0.6,6.8,5.3,10.3,12.9,8.6,54.4,38.7,3.6,0.6,64.5,1.7,403595
Shreveport LA,2012,3.4,13.0,36.1,0.1,4.8,3.6,17.0,9.6,0.6,7.0,11.4,9.7,12.9,9.7,54.3,38.9,3.7,0.4,64.5,1.7,406253
Shreveport LA,2013,2.5,14.7,35.7,0.5,3.2,3.0,14.3,9.8,0.5,7.2,12.1,10.2,13.0,9.7,54.7,39.0,3.4,0.5,64.5,1.7,446471
Shreveport LA,2014,2.4,13.1,38.3,0.5,4.3,3.3,16.0,10.2,0.6,6.7,6.2,9.7,13.0,9.7,54.4,38.7,3.7,0.4,67.1,2.6,445142
Shreveport LA,2015,2.8,11.7,37.8,-0.0,2.4,2.8,13.5,9.7,0.6,6.6,8.3,9.3,13.0,9.1,54.1,38.6,3.8,0.3,66.9,1.7,443708
Shreveport LA,2016,2.7,12.2,37.9,0.1,3.5,3.1,13.6,12.1,0.6,6.5,7.6,10.4,13.0,8.9,53.6,39.6,3.7,0.2,67.9,1.7,441767
Shreveport LA,2017,2.4,12.0,38.3,0.2,3.8,3.3,14.4,11.7,0.6,6.6,6.9,10.0,13.0,8.5,53.5,38.6,3.8,0.5,64.8,1.7,440933
Shreveport LA,2018,2.4,10.2,36.8,-0.6,2.2,2.8,13.9,9.0,0.6,6.4,5.2,8.6,13.0,8.8,53.1,39.7,3.6,0.4,63.9,1.7,436341
Shreveport LA,2019,2.5,9.9,32.4,-1.5,2.5,2.1,14.4,11.2,0.6,6.6,5.0,9.3,12.9,8.5,52.3,39.4,4.2,0.8,72.8,1.7,394706
Shreveport LA,2020,2.7,12.1,34.2,-0.6,2.6,3.3,13.9,9.3,0.6,6.3,5.4,10.1,12.9,8.2,51.3,39.7,4.3,0.3,78.2,1.7,391957
Shreveport LA,2021,2.1,14.1,36.3,0.4,3.5,3.9,14.0,9.9,0.6,6.6,4.9,9.1,12.9,8.5,50.8,40.0,4.4,0.2,83.6,1.7,389155
Shreveport LA,2022,3.2,13.5,35.4,0.1,2.0,3.0,14.6,8.4,0.6,6.2,4.9,11.2,12.9,7.4,51.1,39.7,4.6,0.2,86.4,1.7,385154
Sioux City IA,2011,8.9,16.9,28.0,-0.2,1.3,3.2,12.2,6.8,0.4,6.8,,9.2,11.9,9.5,76.3,2.0,15.8,1.5,66.3,1.9,144014
Sioux City IA,2012,9.1,15.0,29.8,-0.5,1.7,2.7,13.1,7.9,0.4,7.7,,10.2,11.9,9.7,83.5,2.6,16.3,1.3,66.3,1.9,144243
Sioux City IA,2013,9.3,14.8,26.3,-1.1,1.6,3.3,12.5,7.3,0.4,7.7,,8.9,12.0,9.3,77.7,2.7,14.4,0.9,66.3,2.0,168491
Sioux City IA,2014,8.8,15.9,27.7,-0.6,0.7,3.1,11.0,6.5,0.4,7.2,,7.8,12.0,9.6,75.9,2.5,15.0,1.2,70.7,2.8,169058
Sioux City IA,2015,8.0,11.2,27.5,-2.0,0.6,2.3,12.7,7.6,0.4,6.6,,8.8,12.0,8.1,76.0,2.3,15.9,1.6,71.9,1.9,165491
Sioux City IA,2016,9.3,12.1,27.7,-1.7,0.2,1.9,13.0,5.8,0.4,7.4,,8.6,12.0,9.5,76.0,2.3,15.6,0.5,79.1,2.0,167947
Sioux City IA,2017,8.8,10.2,28.5,-2.1,-0.1,2.0,12.9,5.2,0.4,6.7,,9.6,12.0,9.2,76.4,1.6,16.2,1.2,79.2,2.0,169131
Sioux City IA,2018,9.9,11.2,28.5,-1.8,-0.3,2.1,12.9,6.0,0.4,6.4,,7.8,12.0,7.5,68.0,2.6,16.2,1.3,83.3,2.1,169354
Sioux City IA,2019,10.0,8.1,30.2,-2.4,0.3,1.6,13.6,6.9,0.5,6.3,,9.3,11.9,8.6,69.8,4.2,19.0,1.6,81.7,2.0,144670
Sioux City IA,2021,12.9,9.8,26.0,-2.7,1.7,1.8,14.6,8.7,0.5,7.3,,7.1,11.9,9.1,66.6,4.9,20.1,1.6,88.7,2.1,149400
Sioux City IA,2022,10.6,8.7,29.9,-2.3,-1.6,2.4,10.6,4.3,0.5,7.5,,7.9,11.9,7.7,66.7,5.2,20.3,1.3,87.8,2.1,151207
Sioux Falls(Mitchell) SD,2011,4.6,14.8,27.3,-1.0,-1.7,2.6,11.6,4.6,0.2,6.3,2.8,8.7,12.4,5.3,92.3,3.0,3.9,2.1,77.2,2.0,232347
Sioux Falls(Mitchell) SD,2012,4.9,17.2,30.5,0.3,-1.8,2.1,12.1,4.8,0.2,6.6,2.8,8.2,12.4,5.6,90.3,2.9,3.8,2.1,77.2,2.0,237597
Sioux Falls(Mitchell) SD,2013,4.7,16.7,26.2,-0.6,-3.9,1.8,9.3,3.7,0.2,6.7,2.8,7.8,12.4,4.9,88.0,2.9,3.7,2.0,77.2,2.0,243637
Sioux Falls(Mitchell) SD,2014,4.8,16.0,26.7,-0.7,-3.1,2.3,9.0,4.8,0.2,6.5,6.9,7.7,12.4,5.0,86.7,3.5,4.1,2.3,75.2,2.8,248252
Sioux Falls(Mitchell) SD,2015,5.5,18.0,25.1,-0.4,-2.7,1.9,10.4,4.9,0.3,6.6,6.2,8.6,12.4,5.4,86.6,3.7,4.3,2.1,79.1,2.0,252234
Sioux Falls(Mitchell) SD,2016,5.8,16.3,26.6,-0.6,-4.2,1.4,9.4,3.3,0.3,6.4,5.5,7.6,12.5,5.1,86.4,3.9,4.4,2.0,86.6,2.0,256479
Sioux Falls(Mitchell) SD,2017,5.7,17.5,26.3,-0.3,-3.9,1.6,10.6,3.4,0.3,6.3,4.7,7.9,12.5,3.9,86.5,4.2,4.6,1.9,86.7,2.0,259650
Sioux Falls(Mitchell) SD,2018,7.2,15.8,27.0,-0.7,-4.5,1.6,8.6,3.6,0.3,6.0,4.7,8.9,12.5,4.3,85.6,4.3,4.7,1.8,86.9,2.0,266100
Sioux Falls(Mitchell) SD,2019,6.6,17.6,27.3,-0.1,-4.9,1.0,8.8,3.1,0.3,6.2,4.7,8.4,12.5,4.9,85.9,4.5,4.9,1.7,90.6,2.0,268833
Sioux Falls(Mitchell) SD,2021,5.9,16.1,27.5,-0.5,-4.5,1.0,9.7,3.8,0.3,5.8,4.7,7.2,12.6,4.2,82.8,4.5,4.8,1.5,92.4,2.0,282557
Sioux Falls(Mitchell) SD,2022,5.8,14.4,24.7,-1.5,-5.2,1.1,8.5,3.2,0.3,6.5,4.7,8.7,12.6,4.1,82.1,4.9,5.2,1.5,93.0,2.0,289295
South Bend-Elkhart IN,2011,4.6,15.4,25.8,-1.1,3.0,5.5,11.1,9.5,0.4,7.4,5.1,9.1,12.7,7.2,77.3,11.3,6.8,0.2,69.1,1.7,318688
South Bend-Elkhart IN,2012,5.4,13.8,25.2,-1.6,1.4,4.9,9.8,7.3,0.4,7.3,5.2,9.3,12.7,8.2,76.9,11.4,7.0,0.4,69.1,1.7,318586
South Bend-Elkhart IN,2013,5.4,15.2,28.8,-0.6,2.6,4.6,11.3,9.2,0.4,7.2,3.3,11.3,12.7,8.5,76.6,11.9,7.0,0.4,69.1,1.7,318619
South Bend-Elkhart IN,2014,5.3,13.0,27.4,-1.5,1.6,3.9,12.4,8.0,0.4,7.2,2.6,9.0,12.7,7.0,76.1,11.2,7.4,0.4,71.6,2.7,319226
South Bend-Elkhart IN,2015,5.4,14.0,26.2,-1.4,1.0,3.0,11.7,7.9,0.4,7.6,4.0,9.5,12.7,8.5,75.7,11.1,7.7,0.3,72.5,1.8,320098
South Bend-Elkhart IN,2016,5.8,12.9,27.8,-1.4,-0.6,3.2,9.1,6.3,0.4,7.2,5.2,8.7,12.7,8.4,75.2,11.6,7.8,0.4,76.2,1.7,320740
South Bend-Elkhart IN,2017,5.7,12.8,25.7,-1.8,-0.7,2.2,10.5,7.1,0.4,7.3,5.4,9.8,12.7,7.8,74.8,11.6,8.0,0.4,81.2,1.8,321815
South Bend-Elkhart IN,2018,6.0,14.5,26.5,-1.2,-1.8,1.8,10.9,5.4,0.4,7.0,5.7,9.1,12.7,7.0,74.2,11.9,8.1,0.4,81.8,1.8,322424
South Bend-Elkhart IN,2019,6.0,12.7,26.1,-1.8,-0.7,2.2,11.4,7.4,0.4,7.2,5.9,10.8,12.7,6.7,73.6,11.3,8.3,0.5,80.4,1.8,323613
South Bend-Elkhart IN,2020,5.9,13.4,25.9,-1.6,-1.2,2.4,10.9,6.2,0.4,7.4,3.3,10.2,12.7,6.2,72.9,11.4,8.7,0.2,85.0,1.8,323992
South Bend-Elkhart IN,2021,5.8,12.9,23.6,-2.2,-2.0,2.5,10.2,5.7,0.5,7.2,6.1,9.8,12.7,5.2,72.2,10.9,8.9,0.2,89.7,1.8,323695
South Bend-Elkhart IN,2022,6.9,13.6,27.1,-1.3,-2.4,1.8,9.8,5.2,0.5,7.6,4.9,9.8,12.7,6.8,72.0,11.4,9.3,0.2,90.7,1.8,323637
Spokane WA,2011,6.3,17.8,30.8,0.5,0.6,5.7,10.0,6.2,0.3,7.7,3.6,11.0,13.1,4.5,86.3,1.9,4.7,1.3,77.9,1.9,473761
Spokane WA,2012,5.2,17.4,32.8,0.8,-0.1,4.6,9.7,7.1,0.3,7.6,1.3,11.4,13.1,4.8,86.1,1.7,4.9,1.4,77.9,1.8,475735
Spokane WA,2013,5.2,15.6,33.1,0.3,-0.6,3.8,9.9,6.3,0.3,7.2,3.7,11.3,13.2,5.7,86.3,1.9,4.8,1.2,77.9,1.9,535189
Spokane WA,2014,5.0,16.9,34.2,0.9,-0.7,2.9,10.9,7.7,0.3,7.1,3.5,11.2,13.2,5.1,85.6,1.5,5.0,1.6,79.0,2.7,542073
Spokane WA,2015,5.3,18.9,35.1,1.6,-0.8,3.3,10.6,6.9,0.3,7.0,4.6,11.5,13.2,4.9,85.3,1.4,5.2,1.6,81.0,1.9,546807
Spokane WA,2016,4.9,19.1,33.9,1.5,-2.9,2.7,9.4,4.8,0.3,6.8,7.3,10.8,13.2,4.3,85.3,1.6,5.2,1.4,85.4,2.0,556264
Spokane WA,2017,5.4,19.0,31.6,1.0,-2.2,2.5,10.4,5.5,0.3,6.7,4.4,11.1,13.2,4.5,84.6,1.2,5.8,1.4,87.1,2.0,564291
Spokane WA,2018,5.2,18.2,31.1,0.7,-3.1,2.3,9.2,5.1,0.3,6.5,3.4,10.8,13.3,4.5,84.6,1.5,5.6,1.6,88.5,2.0,573527
Spokane WA,2019,5.3,17.7,33.4,1.0,-2.9,2.9,9.0,4.5,0.3,6.5,3.9,11.5,13.3,4.4,84.1,1.9,5.9,1.6,89.4,2.0,568521
Spokane WA,2020,5.0,16.4,31.1,0.2,-2.8,2.8,9.4,4.8,0.3,6.6,3.8,11.3,13.3,4.2,82.7,1.7,6.3,1.1,90.3,2.0,585485
Spokane WA,2021,4.6,15.5,29.9,-0.3,-2.4,3.0,9.8,4.9,0.3,6.4,3.8,11.3,13.3,3.9,81.1,1.9,6.4,0.9,91.1,1.9,593466
Spokane WA,2022,4.8,13.5,29.4,-1.0,-3.1,2.3,9.6,4.5,0.3,6.5,4.0,10.6,13.3,4.3,81.4,1.5,6.7,1.1,92.9,2.0,597919
Springfield MO,2011,2.7,20.5,33.1,1.7,0.6,4.4,9.0,7.9,0.2,7.8,8.2,9.9,13.0,7.3,91.0,2.1,2.8,0.3,68.6,1.8,438094
Springfield MO,2012,2.5,18.9,32.6,1.2,1.1,4.2,10.5,7.6,0.2,7.7,6.7,9.9,13.0,7.5,90.8,2.1,2.9,0.6,68.6,1.8,444407
Springfield MO,2013,2.7,18.4,34.2,1.3,0.9,3.8,10.6,8.7,0.2,7.8,4.2,10.8,13.0,6.9,90.5,2.1,2.9,0.4,68.6,1.8,450498
Springfield MO,2014,2.4,20.3,34.2,1.9,-0.5,3.1,9.4,8.1,0.2,7.5,6.0,11.3,13.0,6.5,90.8,2.3,3.0,0.4,70.2,2.7,450619
Springfield MO,2015,2.9,18.5,35.9,1.7,-1.8,2.3,9.3,7.1,0.2,8.0,5.3,10.2,13.0,6.0,90.2,2.5,3.1,0.4,70.2,1.8,455074
Springfield MO,2016,2.4,18.9,34.9,1.6,-1.9,2.2,9.6,6.6,0.2,7.8,5.7,10.6,13.0,6.1,89.8,2.4,3.1,0.9,79.7,1.9,456434
Springfield MO,2017,2.4,18.9,31.7,1.0,-2.7,1.7,9.2,6.2,0.2,8.0,5.3,10.3,13.0,6.0,89.9,2.0,3.4,0.5,79.3,1.9,461469
Springfield MO,2018,2.1,14.4,32.9,-0.1,-3.7,1.8,7.3,5.2,0.2,7.7,5.7,10.5,13.1,6.2,89.4,2.5,3.4,0.4,77.1,1.8,468126
Springfield MO,2019,2.8,13.9,36.1,0.3,-2.9,1.5,9.3,5.6,0.2,7.8,12.0,8.9,13.1,6.2,89.2,2.4,3.6,0.5,79.0,1.8,467516
Springfield MO,2021,2.8,14.0,28.0,-1.1,-4.1,2.0,7.6,4.6,0.2,7.7,5.3,9.7,13.1,4.7,88.0,1.1,3.5,0.3,87.9,1.9,479598
Springfield MO,2022,3.3,14.9,32.7,0.0,-3.1,1.6,9.0,6.1,0.2,7.7,5.9,9.6,13.1,5.2,87.0,2.0,3.9,0.2,86.1,1.8,484613
Springfield-Holyoke MA,2011,7.6,12.8,32.2,-0.7,3.7,5.6,13.3,6.9,0.4,8.3,4.9,8.9,13.4,9.0,73.7,5.7,15.8,0.1,75.7,1.6,693204
Springfield-Holyoke MA,2012,8.7,13.6,31.3,-0.6,3.5,5.1,13.6,7.8,0.4,8.4,3.5,9.7,13.5,8.0,73.4,5.8,16.2,0.1,75.7,1.6,697258
Springfield-Holyoke MA,2013,9.2,14.8,34.0,0.2,3.5,5.1,13.2,8.0,0.5,8.7,4.8,8.1,13.3,8.6,70.7,6.7,18.2,0.2,75.7,1.6,626915
Springfield-Holyoke MA,2014,8.1,16.1,35.3,0.8,3.5,4.7,13.9,7.8,0.5,8.6,3.3,9.3,13.4,9.0,69.7,6.5,18.6,0.1,75.4,2.5,629100
Springfield-Holyoke MA,2015,8.8,13.4,33.6,-0.3,1.6,3.4,13.0,7.5,0.5,8.8,3.6,9.0,13.4,8.0,69.2,6.5,19.2,0.2,77.2,1.6,631982
Springfield-Holyoke MA,2016,8.0,14.1,32.9,-0.2,1.6,3.4,13.3,7.2,0.5,8.4,2.5,10.1,13.4,8.1,68.7,6.5,19.7,0.1,81.2,1.6,630283
Springfield-Holyoke MA,2017,8.9,16.2,34.1,0.6,1.5,3.0,13.5,7.4,0.5,8.5,4.5,8.6,13.4,8.3,68.0,6.7,20.2,0.0,82.4,1.6,631652
Springfield-Holyoke MA,2018,8.7,14.7,33.1,0.0,-0.2,2.5,11.0,6.7,0.5,8.4,4.1,9.0,13.4,8.5,67.2,6.4,20.9,0.2,82.5,1.6,631761
Springfield-Holyoke MA,2019,8.1,12.3,30.8,-1.1,-0.7,2.3,12.6,4.7,0.5,7.8,3.6,9.6,13.5,7.4,69.3,5.4,19.4,0.1,83.7,1.6,697382
Springfield-Holyoke MA,2021,8.9,11.9,30.3,-1.3,0.7,3.8,12.2,6.1,0.5,7.8,1.6,8.3,13.5,6.9,67.1,5.8,20.2,0.1,88.7,1.7,695305
Springfield-Holyoke MA,2022,9.1,12.1,29.9,-1.3,-1.4,2.2,10.4,6.2,0.5,8.1,2.3,8.1,13.5,6.7,67.2,5.9,20.4,0.0,89.8,1.7,694523
St. Joseph MO,2011,3.9,16.7,27.8,-0.3,1.0,4.7,9.1,6.9,0.3,6.6,9.3,10.2,11.8,8.8,86.2,5.7,4.9,0.3,66.7,1.8,127482
St. Joseph MO,2012,3.1,17.8,31.4,0.6,1.6,3.9,10.5,7.7,0.3,8.9,9.3,11.4,11.8,9.7,85.7,5.7,4.9,0.3,66.7,1.8,128278
St. Joseph MO,2013,3.0,18.5,33.0,1.1,2.1,3.9,12.2,8.8,0.3,6.8,9.3,10.2,11.8,7.9,85.2,5.7,4.9,0.3,66.7,1.8,128989
St. Joseph MO,2014,2.0,15.4,29.8,-0.4,0.5,3.5,10.5,8.2,0.3,6.7,9.3,11.6,11.8,7.1,86.1,5.7,4.9,0.3,71.0,2.7,127671
St. Joseph MO,2015,3.2,17.4,29.3,0.2,0.3,2.5,12.4,7.5,0.2,7.0,9.3,10.6,11.8,7.3,86.3,6.1,5.0,0.2,70.4,1.9,127421
St. Joseph MO,2016,3.1,17.1,30.1,0.2,-0.5,1.9,10.7,6.8,0.3,6.9,9.3,12.4,11.8,9.2,85.4,5.4,5.1,0.3,73.6,1.9,127528
St. Joseph MO,2017,3.7,14.6,30.0,-0.5,-0.9,2.2,11.1,6.7,0.3,7.8,9.3,12.1,11.8,7.1,84.9,4.8,5.3,0.3,73.6,1.8,127092
St. Joseph MO,2018,3.2,13.5,28.6,-1.1,-1.4,1.9,11.6,5.3,0.3,6.7,9.3,13.7,11.8,7.2,82.9,5.0,5.4,0.3,82.7,1.9,126991
St. Joseph MO,2019,2.2,13.7,29.6,-0.9,-1.4,1.5,11.0,7.1,0.3,6.4,9.3,12.1,11.7,7.0,81.9,5.2,5.6,0.2,77.9,1.8,125411
St. Joseph MO,2020,3.0,13.6,27.8,-1.2,-1.5,2.1,10.9,6.1,0.3,7.1,9.3,12.0,11.7,6.6,83.7,5.2,5.7,0.2,81.9,1.9,121952
St. Joseph MO,2021,2.9,13.8,29.1,-0.9,-1.1,2.0,10.3,7.4,0.3,6.7,9.3,11.7,11.7,7.2,83.3,5.6,5.9,0.2,86.0,1.9,120274
St. Joseph MO,2022,3.7,9.3,24.0,-3.2,-1.0,2.0,11.0,6.4,0.3,7.2,9.3,10.9,11.7,7.6,81.6,5.7,5.9,0.1,82.4,1.9,119619
St. Louis MO,2011,4.6,12.5,26.3,-1.8,1.8,5.2,11.5,6.9,0.4,6.7,3.9,9.1,14.9,6.7,75.0,18.0,2.7,0.2,75.1,1.8,2813680
St. Louis MO,2012,4.4,13.8,27.1,-1.3,1.3,4.7,11.2,6.9,0.4,6.6,4.5,9.4,14.9,6.9,74.8,18.0,2.7,0.2,75.1,1.8,2819381
St. Louis MO,2013,4.4,13.6,27.0,-1.4,0.6,4.2,11.5,6.3,0.4,6.6,4.0,9.2,14.8,6.2,74.6,18.1,2.8,0.1,75.1,1.8,2799609
St. Louis MO,2014,4.2,13.3,27.8,-1.3,-0.4,3.6,10.6,5.9,0.4,6.5,3.9,9.3,14.8,6.2,74.2,18.2,2.8,0.2,75.7,2.7,2805856
St. Louis MO,2015,4.6,14.3,28.7,-0.9,-0.8,3.1,11.0,5.6,0.4,6.4,3.5,9.4,14.8,6.1,74.2,18.1,2.9,0.1,77.3,1.8,2812313
St. Louis MO,2016,4.8,13.8,28.2,-1.1,-1.7,2.7,10.5,5.3,0.4,6.4,3.2,9.1,14.8,5.6,73.9,18.1,3.0,0.2,83.0,1.8,2807954
St. Louis MO,2017,4.9,13.2,27.5,-1.4,-2.0,2.6,10.3,5.2,0.4,6.3,3.2,9.4,14.8,5.5,73.6,18.1,3.0,0.2,85.4,1.8,2807216
St. Louis MO,2018,5.1,13.6,27.5,-1.3,-2.4,2.3,10.2,5.0,0.4,6.1,3.1,9.4,14.8,5.4,73.6,18.1,3.0,0.2,86.2,1.8,2804724
St. Louis MO,2019,4.8,12.6,25.8,-1.9,-3.0,2.0,10.1,4.2,0.4,6.1,3.4,9.4,14.8,5.2,73.4,18.0,3.1,0.2,88.1,1.8,2801423
St. Louis MO,2020,4.8,12.2,25.7,-2.0,-2.8,2.3,10.1,4.4,0.5,6.3,3.1,9.2,14.8,4.9,71.8,17.6,3.3,0.1,89.4,1.8,2813523
St. Louis MO,2021,4.7,11.9,24.6,-2.3,-2.5,2.6,10.0,4.6,0.5,6.1,3.4,9.3,14.8,4.9,70.6,16.9,3.3,0.1,90.7,1.8,2806615
St. Louis MO,2022,4.6,11.2,25.1,-2.4,-3.1,2.1,9.8,4.6,0.5,6.2,2.8,9.0,14.8,4.7,71.0,16.6,3.4,0.1,92.5,1.8,2799828
Syracuse NY,2011,6.0,14.0,27.9,-1.1,0.8,3.6,11.4,6.8,0.3,7.9,3.0,8.9,13.4,7.8,83.4,7.5,3.6,0.7,76.0,1.6,662553
Syracuse NY,2012,5.6,14.6,28.2,-0.9,0.2,3.9,10.8,6.3,0.3,8.0,4.1,8.2,13.4,6.9,83.3,7.8,3.7,0.6,76.0,1.6,660934
Syracuse NY,2013,5.5,13.4,28.3,-1.2,0.9,4.3,11.1,7.1,0.3,7.7,2.0,9.0,13.4,6.7,82.7,7.8,3.8,0.5,76.0,1.6,661934
Syracuse NY,2014,5.9,13.8,28.4,-1.0,1.5,3.9,12.6,7.6,0.3,7.6,3.5,9.4,13.4,7.0,82.5,8.0,3.9,0.6,76.7,2.6,661478
Syracuse NY,2015,6.5,14.3,28.7,-0.9,-0.0,3.4,11.9,6.0,0.3,7.5,3.4,8.9,13.4,6.4,81.8,7.9,4.1,0.5,78.6,1.6,660458
Syracuse NY,2016,6.3,13.5,27.9,-1.3,-0.9,2.7,10.7,6.1,0.3,7.4,3.3,8.9,13.4,6.8,81.9,8.0,4.1,0.3,79.3,1.6,656510
Syracuse NY,2017,6.1,13.2,29.1,-1.1,-0.4,3.0,11.9,6.0,0.3,7.3,2.7,9.3,13.4,6.3,81.5,8.2,4.2,0.3,81.3,1.6,654841
Syracuse NY,2018,6.7,13.5,27.7,-1.3,-1.0,2.8,10.5,6.1,0.3,7.3,4.3,8.3,13.4,6.6,81.4,8.6,4.3,0.4,82.3,1.6,650502
Syracuse NY,2019,6.4,13.9,26.7,-1.3,-1.8,1.9,10.9,6.1,0.3,7.2,1.5,8.6,13.4,6.0,81.3,8.0,4.4,0.4,84.4,1.6,648593
Syracuse NY,2020,6.3,13.3,26.9,-1.5,-1.1,2.9,10.8,5.9,0.4,7.2,3.0,9.1,13.4,6.0,79.8,7.8,4.7,0.3,87.7,1.6,658694
Syracuse NY,2021,6.0,13.7,25.9,-1.5,-0.8,3.1,11.0,6.2,0.4,7.3,1.0,9.5,13.4,5.8,78.9,7.3,4.7,0.2,91.0,1.6,658281
Syracuse NY,2022,5.5,13.0,26.2,-1.7,-2.5,2.4,9.6,5.0,0.4,7.4,2.1,8.7,13.4,5.5,78.7,7.9,4.9,0.3,91.9,1.6,653633
Tallahassee FL-Thomasville GA,2011,6.9,23.2,38.5,3.5,4.0,6.4,12.9,8.7,0.6,10.9,3.0,9.7,12.8,6.4,56.9,32.2,6.1,0.3,75.5,1.7,370292
Tallahassee FL-Thomasville GA,2012,6.3,25.6,38.5,4.2,1.7,5.8,10.7,6.6,0.6,11.4,3.4,9.3,12.8,6.1,56.6,32.3,6.6,0.1,75.5,1.7,376331
Tallahassee FL-Thomasville GA,2013,5.7,24.3,41.5,4.3,2.1,5.9,11.1,6.5,0.6,11.2,3.7,8.7,12.8,6.6,56.2,32.9,6.4,0.3,75.5,1.7,373961
